No,Sample,GH,Aver_Z,AverW_Z,Max_Z,Min_Z,Std0_Z,Std1_Z,Std0W_Z,Std1W_Z,Aver_Eg,AverW_Eg,Max_Eg,Min_Eg,Std0_Eg,Std1_Eg,Std0W_Eg,Std1W_Eg,Aver_Ip1,AverW_Ip1,Max_Ip1,Min_Ip1,Std0_Ip1,Std1_Ip1,Std0W_Ip1,Std1W_Ip1,Aver_Ip2,AverW_Ip2,Max_Ip2,Min_Ip2,Std0_Ip2,Std1_Ip2,Std0W_Ip2,Std1W_Ip2,Aver_Ea,AverW_Ea,Max_Ea,Min_Ea,Std0_Ea,Std1_Ea,Std0W_Ea,Std1W_Ea,Aver_Homo,AverW_Homo,Max_Homo,Min_Homo,Std0_Homo,Std1_Homo,Std0W_Homo,Std1W_Homo,Aver_Lumo,AverW_Lumo,Max_Lumo,Min_Lumo,Std0_Lumo,Std1_Lumo,Std0W_Lumo,Std1W_Lumo,Aver_Ros,AverW_Ros,Max_Ros,Min_Ros,Std0_Ros,Std1_Ros,Std0W_Ros,Std1W_Ros,Aver_Rop,AverW_Rop,Max_Rop,Min_Rop,Std0_Rop,Std1_Rop,Std0W_Rop,Std1W_Rop,Aver_Rod,AverW_Rod,Max_Rod,Min_Rod,Std0_Rod,Std1_Rod,Std0W_Rod,Std1W_Rod,Aver_Ra,AverW_Ra,Max_Ra,Min_Ra,Std0_Ra,Std1_Ra,Std0W_Ra,Std1W_Ra,Aver_Rv,AverW_Rv,Max_Rv,Min_Rv,Std0_Rv,Std1_Rv,Std0W_Rv,Std1W_Rv,Aver_Rc,AverW_Rc,Max_Rc,Min_Rc,Std0_Rc,Std1_Rc,Std0W_Rc,Std1W_Rc,Aver_Vl,AverW_Vl,Max_Vl,Min_Vl,Std0_Vl,Std1_Vl,Std0W_Vl,Std1W_Vl,Aver_Pc,AverW_Pc,Max_Pc,Min_Pc,Std0_Pc,Std1_Pc,Std0W_Pc,Std1W_Pc,Aver_Pc18,AverW_Pc18,Max_Pc18,Min_Pc18,Std0_Pc18,Std1_Pc18,Std0W_Pc18,Std1W_Pc18,Aver_Pr,AverW_Pr,Max_Pr,Min_Pr,Std0_Pr,Std1_Pr,Std0W_Pr,Std1W_Pr,Aver_Uo,AverW_Uo,Max_Uo,Min_Uo,Std0_Uo,Std1_Uo,Std0W_Uo,Std1W_Uo,Aver_Plz,AverW_Plz,Max_Plz,Min_Plz,Std0_Plz,Std1_Plz,Std0W_Plz,Std1W_Plz,Aver_M,AverW_M,Max_M,Min_M,Std0_M,Std1_M,Std0W_M,Std1W_M,Aver_Mel,AverW_Mel,Max_Mel,Min_Mel,Std0_Mel,Std1_Mel,Std0W_Mel,Std1W_Mel,Aver_Boi,AverW_Boi,Max_Boi,Min_Boi,Std0_Boi,Std1_Boi,Std0W_Boi,Std1W_Boi,Aver_de,AverW_de,Max_de,Min_de,Std0_de,Std1_de,Std0W_de,Std1W_de
135,Pt_Ge_As,-0.98132213,47.66666667,39.14285714,78,32,21.45279055,26.2741952,23.08414068,28.27218291,2.156666667,2.145714286,2.28,2.01,0.111455023,0.136503968,0.111991861,0.137161457,859.6666667,883.1428571,947,762,75.87855794,92.93187469,79.42724391,97.27810963,1708.833333,1722.571429,1798,1537.5,121.1846617,148.4202929,121.9608851,149.3709685,-1.509633333,-1.4355,-0.7121,-2.2143,0.616776228,0.755393522,0.621215475,0.760830467,-4.801066667,-4.841028571,-3.8948,-5.312,0.64256273,0.786975408,0.643804175,0.788495862,2.814166667,3.494128571,4.1976,0.8213,1.444162309,1.768730382,1.596230863,1.954975563,0.9219,0.893585714,0.9879,0.8558,0.053929646,0.066050057,0.060910635,0.074599988,1.231633333,1.145585714,1.4721,1.0507,0.177111365,0.216916236,0.196907664,0.241161652,0.396566667,0.316214286,0.6707,0.2524,0.193928206,0.237512575,0.209915826,0.257093331,1.23,1.211428571,1.28,1.19,0.037416574,0.045825757,0.041771976,0.051160013,0.9645,1.0311,1.1721,0.6707,0.213577964,0.261578516,0.223721047,0.274001204,1.25,1.217142857,1.36,1.19,0.07788881,0.09539392,0.084535546,0.103534476,17.66666667,16,24,14,4.496912521,5.507570547,4.795831523,5.873670062,6.333333333,5.428571429,10,4,2.624669291,3.214550254,2.776235399,3.400180067,13,14,15,10,2.160246899,2.645751311,2.380476143,2.915475947,4.666666667,4.285714286,6,4,0.942809042,1.154700538,1.016864595,1.245399698,3,3.142857143,4,2,0.816496581,1,0.828899771,1.015190743,37.74333333,34.58,44,29.8,5.918537732,7.248698734,6.710869293,8.219102749,114.211865,91.43291143,195.084,72.63,57.19288718,70.04669526,61.56222113,75.3980146,1446.65,1258.971429,2041.4,1087.15,423.5998013,518.8016842,463.3141891,567.441677,2697.05,1979.8,4098,887.15,1342.341116,1644.025397,1521.948499,1863.998619,10.83333333,7.857714286,21.45,5.323,7.508928567,9.196521752,8.077024015,9.892293738
114,Pd_Si_P,-0.97842067,25,19.14285714,46,14,14.8548533,18.1934054,15.96786739,19.5565637,2.096666667,2.108571429,2.2,1.9,0.139124245,0.170391706,0.139632657,0.171014381,867.5666667,917.8,1011.8,786.5,102.2498356,125.2299618,113.922854,139.5264312,1784.7,1807.457143,1907,1577.1,147.5704803,180.736189,149.3148828,182.8726369,-0.9796,-1.219185714,-0.5361,-1.5964,0.449876791,0.550984292,0.509696421,0.624248077,-4.568633333,-4.900942857,-4.0809,-5.5066,0.663419256,0.812519331,0.741993752,0.908753043,1.5029,2.976485714,4.1941,-3.4298,3.492773921,4.277756946,3.790900225,4.642885609,1.067333333,0.949914286,1.4218,0.8336,0.254855794,0.312133326,0.280604184,0.343668536,1.1898,1.089071429,1.4577,0.9712,0.201648919,0.24696848,0.225407479,0.276066654,1.0532,1.224728571,1.4172,0.5805,0.35012235,0.428810553,0.389881663,0.477505567,1.16,1.11,1.31,1.06,0.108012345,0.132287566,0.119023807,0.145773797,0.8974,0.963757143,1.1405,0.5805,0.234499225,0.287201724,0.243707113,0.298479037,1.19,1.127142857,1.39,1.07,0.142361043,0.174355958,0.15562033,0.190595201,6.333333333,5.428571429,10,4,2.624669291,3.214550254,2.776235399,3.400180067,6.333333333,5.428571429,10,4,2.624669291,3.214550254,2.776235399,3.400180067,13,14,15,10,2.160246899,2.645751311,2.380476143,2.915475947,3.666666667,3.285714286,5,3,0.942809042,1.154700538,1.016864595,1.245399698,2.333333333,2.857142857,4,0,1.699673171,2.081665999,1.778557085,2.178278669,31.41333333,29.47714286,37.31,24.93,5.071109894,6.210815835,5.428166276,6.648118807,55.15958733,40.92643543,106.42,28.085,36.26576592,44.41631082,38.95880377,47.71459511,1459.4,1236.378571,1828.05,863.15,425.5265934,521.1615129,480.4283914,588.4022084,2442.383333,1789.228571,3538,553.15,1341.56698,1643.077278,1492.116987,1827.462628,5.391666667,3.424714286,12.023,1.823,4.693608799,5.748473305,5.08909277,6.23284027
142,Ir_Ge_P,-0.93205204,41.33333333,28.71428571,77,15,26.15764176,32.03643759,29.04242733,35.56956392,2.133333333,2.14,2.2,2.01,0.087305339,0.106926766,0.087559504,0.107238053,884.6,921.6,1011.8,762,102.0322825,124.9635147,108.5338043,132.9262201,1681.5,1757.571429,1907,1537.5,161.4811651,197.7732287,178.5021818,218.6196317,-1.6165,-1.478685714,-0.7121,-2.541,0.746780561,0.914615662,0.759390535,0.930059663,-5.0305,-5.0723,-3.8948,-5.6901,0.806547758,0.987815231,0.807630192,0.989140935,2.7082,3.447214286,4.1941,0.5069,1.588019486,1.944918721,1.75155588,2.145209081,0.9174,0.882142857,0.9966,0.8336,0.06662392,0.081597304,0.0753778,0.092318574,1.204266667,1.099785714,1.4695,0.9712,0.204697734,0.2507025,0.229820433,0.281471397,0.792566667,0.985128571,1.4172,0.2666,0.474883441,0.581611058,0.512439625,0.627607803,1.216666667,1.15,1.37,1.06,0.126578917,0.155026879,0.143061758,0.175214155,0.945733333,0.988985714,1.1721,0.6939,0.196053094,0.240115021,0.200767487,0.245888951,1.226666667,1.155714286,1.41,1.07,0.140079343,0.171561456,0.157023764,0.19231405,14,10.14285714,23,5,7.348469228,9,8.299250028,10.16446391,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,38.45333333,32.79714286,51,24.93,10.66541555,13.062413,12.07243056,14.78564741,98.60692067,65.91029257,192.217,30.973762,68.34201127,83.7015278,75.76080776,92.78766076,1604.516667,1230.628571,2739,863.15,814.7019254,997.8020048,896.3992051,1097.860329,2786.716667,1875.085714,4701,553.15,1708.336675,2092.276581,1936.358744,2371.545441,9.902,5.785428571,22.56,1.823,9.063892578,11.10095595,9.954913811,12.19222964
147,Ir_Si_P,-0.91880399,35.33333333,23.57142857,77,14,29.46561084,36.08785576,31.72640266,38.85674895,2.096666667,2.108571429,2.2,1.9,0.139124245,0.170391706,0.139632657,0.171014381,892.7666667,928.6,1011.8,786.5,92.42028397,113.1912688,99.1238451,121.4014209,1694.7,1768.885714,1907,1577.1,150.4095963,184.2133817,167.7097698,205.4016804,-1.6479,-1.5056,-0.8063,-2.541,0.709123971,0.868495947,0.723260739,0.885809881,-5.092533333,-5.125471429,-4.0809,-5.6901,0.719244772,0.880891346,0.719998584,0.881814573,2.815133333,3.538871429,4.1941,0.5069,1.64246022,2.011594731,1.794846068,2.198228516,0.9256,0.889171429,0.9966,0.8336,0.068181131,0.083504491,0.0773027,0.094676086,1.193733333,1.090757143,1.4695,0.9712,0.206883322,0.253379287,0.231094796,0.283032166,1.091,1.240928571,1.4172,0.6939,0.299511636,0.36682534,0.334941482,0.410217863,1.18,1.118571429,1.37,1.06,0.135892114,0.16643317,0.149131271,0.18264776,0.9352,0.979957143,1.1405,0.6939,0.184092169,0.22546594,0.189454819,0.232033818,1.196666667,1.13,1.41,1.07,0.151730756,0.185831465,0.165730705,0.202977831,10.66666667,7.285714286,23,4,8.730533902,10.69267662,9.362321359,11.46645507,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,4,3.428571429,6,3,1.414213562,1.732050808,1.525296893,1.868099547,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,37.74666667,32.19142857,51,24.93,10.64751092,13.0404844,12.00958614,14.70867903,83.75858733,53.18314971,192.217,28.085,76.70074617,93.93884551,82.57034485,101.1276064,1763.05,1366.514286,2739,863.15,767.6982947,940.2345492,864.0609032,1058.25416,2930.716667,1998.514286,4701,553.15,1746.951572,2139.569978,1980.111379,2425.131256,8.904,4.93,22.56,1.823,9.658459539,11.82914879,10.4440661,12.79131639
85,V_C_N,-0.87833118,12,9,23,6,7.788880964,9.539392014,8.346656017,10.22252415,2.406666667,2.698571429,3.04,1.63,0.584484578,0.71584449,0.653322747,0.800153684,1046.566667,1204.728571,1402.3,650.9,308.0546416,377.2883424,346.284349,424.1099804,2207.533333,2506.171429,2856,1414,597.5640849,731.8635483,668.0325946,818.1694942,-0.8699,-1.193014286,-0.2221,-1.6769,0.60449386,0.740350755,0.685431009,0.839478113,-5.616466667,-6.2006,-4.4742,-7.0898,1.093174184,1.338859475,1.239452116,1.518012622,2.676866667,3.462114286,4.1526,0.1316,1.807398944,2.213602587,1.970610252,2.4134948,0.892633333,0.704,1.5,0.5361,0.431635512,0.52864338,0.471053872,0.576920813,0.8731,0.686028571,1.4672,0.5154,0.423000812,0.518068075,0.462520709,0.566469866,0.9416,1.086042857,1.214,0.4753,0.331277658,0.405730613,0.361398154,0.442620536,0.923333333,0.827142857,1.25,0.75,0.231132478,0.283078317,0.250349416,0.306614163,0.542466667,0.544328571,0.6367,0.4753,0.068614592,0.08403537,0.068639849,0.084066303,1,0.841428571,1.53,0.71,0.375322084,0.459673797,0.407445168,0.499016379,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,2.666666667,2.285714286,4,2,0.942809042,1.154700538,1.016864595,1.245399698,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,33.28666667,19.13142857,81,7.6,33.77149225,41.36146193,36.61808917,44.84781691,25.65316667,18.71307143,50.9415,12.011,17.90010905,21.92306676,19.19840686,23.51315034,2006.433333,1425.985714,3773.15,63.15,1519.73832,1861.291713,1626.814064,1992.432182,2952.503333,2027.105714,5100.15,77.36,2114.086626,2589.216753,2307.752807,2826.408415,2.600417,1.372143429,6,0.001251,2.513529779,3.078432705,2.797586087,3.426329212
146,V_Sn_N,-0.79723167,26.66666667,21.57142857,50,7,17.74510887,21.73323108,18.4621326,22.61140222,2.21,2.53,3.04,1.63,0.602162769,0.737495763,0.681909085,0.835164654,920.6,1096.757143,1402.3,650.9,341.426898,418.1608423,384.1922249,470.537457,1893.933333,2237.371429,2856,1411.8,680.2844568,833.1748996,762.060803,933.3300602,-0.9116,-1.228757143,-0.2221,-1.6769,0.596333235,0.730356071,0.675427257,0.827226069,-5.0858,-5.745742857,-3.6934,-7.0898,1.452451757,1.77888284,1.595349705,1.953896369,2.3937,3.2194,4.1526,0.1316,1.679686068,2.057186897,1.871663906,2.29231077,1.034033333,0.8252,1.5,0.5361,0.394159192,0.482744449,0.446063706,0.546314236,1.112666667,0.891371429,1.4672,0.5154,0.424790469,0.520259948,0.478976539,0.586624059,0.719566667,0.895728571,1.214,0.4694,0.34962546,0.428201989,0.391498377,0.479485629,1.136666667,1.01,1.41,0.75,0.281108915,0.344286702,0.308328829,0.377624152,0.782033333,0.749671429,1.3554,0.4753,0.405761838,0.49695473,0.407050318,0.49853279,1.21,1.021428571,1.53,0.71,0.35814336,0.438634244,0.404754062,0.495720461,8,7.571428571,14,5,4.242640687,5.196152423,4.264231873,5.222596117,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,3.666666667,3.142857143,5,2,1.247219129,1.527525232,1.352749782,1.656773358,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,48.31333333,32.01142857,81,7.6,30.4982025,37.3525171,34.58167802,42.35373279,61.2195,49.1985,118.71,14.007,43.35825577,53.10280139,44.99380829,55.10593595,917.0766667,492.2514286,2183,63.15,913.1436344,1118.367983,1007.128482,1233.475444,2210.786667,1391.348571,3680,77.36,1543.942628,1890.935815,1747.923805,2140.760716,4.455417,2.962143429,7.365,0.001251,3.198489468,3.917333572,3.529900967,4.323228106
113,Ir_Si_As,-0.79435223,41.33333333,33.85714286,77,14,26.38602324,32.31614663,27.42472691,33.58829364,2.093333333,2.102857143,2.2,1.9,0.136950924,0.167729942,0.137281676,0.168135028,871.1666667,891.5714286,947,786.5,65.8208849,80.61379121,68.91112535,84.39854736,1658.366667,1706.6,1798,1577.1,99.17729355,121.4668816,110.284133,135.0699263,-1.649933333,-1.509085714,-0.8063,-2.541,0.708982117,0.868322212,0.722837253,0.885291218,-4.989133333,-4.948214286,-4.0809,-5.6901,0.673102649,0.824379017,0.674345271,0.825900912,2.8163,3.540871429,4.1976,0.5069,1.64344026,2.012795029,1.796078963,2.199738499,0.933,0.901857143,0.9966,0.8558,0.058280243,0.071378428,0.066079227,0.080930194,1.220233333,1.136185714,1.4695,1.0507,0.180030392,0.2204913,0.198683025,0.243336016,0.702733333,0.575328571,1.1619,0.2524,0.371354353,0.454814339,0.392601616,0.480836816,1.223333333,1.192857143,1.37,1.11,0.108730043,0.133166562,0.112920416,0.138298701,0.9617,1.025385714,1.1405,0.6939,0.192879306,0.236227941,0.203121385,0.248771874,1.236666667,1.198571429,1.41,1.11,0.126841984,0.155349069,0.132439179,0.162204205,14,13,23,4,7.788880964,9.539392014,7.85281266,9.617692031,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,4.333333333,4,6,3,1.247219129,1.527525232,1.290994449,1.58113883,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,39.37,34.97428571,51,29.8,8.776586276,10.74907903,9.815842845,12.02190318,98.407865,78.29619714,192.217,28.085,69.03396273,84.5489918,71.90387468,88.06390175,1837.716667,1494.514286,2739,1087.15,682.7340824,836.1750659,764.1424615,935.8795608,3042.05,2189.371429,4701,887.15,1596.002873,1954.696334,1809.498803,2216.174379,10.20533333,7.160857143,22.56,2.329,8.845524003,10.83351016,9.354791829,11.45723332
133,Rh_Ge_As,-0.79321631,36.66666667,34.42857143,45,32,5.906681716,7.234178138,6.316483134,7.736080324,2.156666667,2.145714286,2.28,2.01,0.111455023,0.136503968,0.111991861,0.137161457,809.5666667,861.6714286,947,719.7,98.70245972,120.8853313,111.6112977,136.6953644,1691.833333,1715.285714,1798,1537.5,111.669403,136.7665286,114.1055201,139.7501506,-0.994166667,-1.214585714,-0.6679,-1.6025,0.430534933,0.527295452,0.483678494,0.592382755,-4.1986,-4.582828571,-3.5046,-5.1964,0.72331074,0.885871119,0.819029927,1.003102703,1.4351,2.9031,4.1976,-3.3159,3.374292,4.132646821,3.679792182,4.506806602,1.0795,0.961128571,1.4607,0.8558,0.270900584,0.331784101,0.295633086,0.362075106,1.241066667,1.149628571,1.5004,1.0507,0.189955825,0.232647423,0.210817791,0.258198008,0.3773,0.307957143,0.6129,0.2524,0.166695191,0.20415908,0.180542844,0.221118922,1.253333333,1.221428571,1.35,1.19,0.069442222,0.085049005,0.076420783,0.093595962,0.945233333,1.022842857,1.1721,0.6129,0.240164629,0.294140397,0.25239312,0.309117179,1.27,1.225714286,1.42,1.19,0.106144556,0.13,0.11501257,0.140861055,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,4.333333333,4.142857143,5,4,0.471404521,0.577350269,0.508432298,0.622699849,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,42.41,36.58,58,29.8,11.70385407,14.33423524,13.07551529,16.01417029,83.48569833,78.26455429,102.9055,72.63,13.76370528,16.85702745,14.72073124,18.02914009,1511.85,1286.914286,2237,1087.15,515.2613625,631.0637111,562.2191274,688.5749929,2653.716667,1961.228571,3968,887.15,1297.77485,1589.443091,1470.972237,1801.565703,7.82,6.566285714,12.41,5.323,3.249808097,3.9801858,3.483253103,4.266096373
83,Co_Si_N,-0.54053016,16,11.85714286,27,7,8.286535263,10.14889157,9.264444504,11.34658089,2.273333333,2.548571429,3.04,1.88,0.542176683,0.664028112,0.608039114,0.744692787,983.0666667,1134.657143,1402.3,760.4,296.6341668,363.3011744,333.1238529,407.9917304,2027.033333,2318.028571,2856,1577.1,586.8821593,718.7809147,655.0640407,802.2863243,-1.2859,-1.384957143,-0.8063,-1.6769,0.360900319,0.442010814,0.374247722,0.458357978,-5.193633333,-5.847314286,-4.0809,-7.0898,1.347515156,1.650362276,1.49769686,1.834296548,2.712733333,3.4772,4.1526,0.2412,1.755565355,2.150119665,1.914789545,2.345128675,0.9264,0.762014286,1.2965,0.5361,0.310760433,0.380602246,0.351560393,0.430571788,1.088,0.8501,1.6081,0.5154,0.447634903,0.548238552,0.506925455,0.620854351,0.911633333,1.076971429,1.214,0.359,0.391349208,0.479302935,0.424842192,0.520323296,1.04,0.925714286,1.26,0.75,0.214009346,0.262106848,0.242613323,0.297139423,0.671633333,0.671657143,1.1405,0.359,0.337631163,0.413512035,0.337631164,0.413512036,1.026666667,0.902857143,1.26,0.71,0.232139805,0.284312035,0.263092545,0.322221245,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,3,2.571428571,4,2,0.816496581,1,0.922138892,1.129384879,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,32.63666667,22.57428571,53,7.6,18.8267546,23.05797115,21.34708878,26.1447375,33.675065,24.44731357,58.933195,14.007,18.7621493,22.97884613,20.90860212,25.60770322,1172.716667,770.6571429,1768,63.15,785.2786728,961.7660271,882.2213184,1080.496035,2271.786667,1512.205714,3538,77.36,1557.81734,1907.928798,1733.135334,2122.648612,3.743417,1.937572,8.9,0.001251,3.768055646,4.614906828,4.178435056,5.117516905
108,Ir_Sn_P,-0.45798981,47.33333333,33.85714286,77,15,25.38153309,31.08590249,28.73725686,35.19580796,2.116666667,2.125714286,2.2,1.96,0.110855261,0.135769412,0.111223866,0.136220859,866.8,906.3428571,1011.8,708.6,124.132295,152.0303917,130.2784104,159.557815,1639.6,1721.657143,1907,1411.8,204.0945533,249.9637574,219.9726378,269.4103599,-1.657733333,-1.514028571,-0.8358,-2.541,0.697494609,0.854252945,0.712144499,0.872195323,-4.963366667,-5.014757143,-3.6934,-5.6901,0.901121362,1.103643766,0.902585558,1.105437033,2.532633333,3.296728571,4.1941,0.5069,1.527171375,1.870395309,1.707657443,2.091444695,0.9654,0.923285714,1.066,0.8336,0.097408145,0.119300126,0.106122381,0.129972842,1.265366667,1.152157143,1.4695,0.9712,0.213159132,0.261065554,0.241357022,0.295600774,0.860166667,1.043071429,1.4172,0.4694,0.404404635,0.495292503,0.443843735,0.543595338,1.28,1.204285714,1.41,1.06,0.156418243,0.191572441,0.173779515,0.212835569,1.006833333,1.041357143,1.3554,0.6939,0.271229132,0.332186489,0.273417512,0.334866695,1.29,1.21,1.41,1.07,0.155777619,0.19078784,0.175119007,0.214476106,14,10.14285714,23,5,7.348469228,9,8.299250028,10.16446391,6,5.285714286,9,4,2.160246899,2.645751311,2.275273774,2.786629886,12.66666667,13.85714286,15,9,2.624669291,3.214550254,2.882034429,3.529756886,4.666666667,4,6,3,1.247219129,1.527525232,1.414213562,1.732050808,3.333333333,3.285714286,4,3,0.471404521,0.577350269,0.473803541,0.580288457,44.09,37.62857143,56.34,24.93,13.72244147,16.80648982,15.16757921,18.57641485,113.9669207,79.07600686,192.217,30.973762,65.91265964,80.72619185,74.57784234,91.33882992,1369.076667,1028.822857,2739,505.08,979.6499326,1199.821231,1037.056722,1270.129902,2709.716667,1809.085714,4701,553.15,1697.381089,2078.858783,1921.519886,2353.371626,10.58266667,6.368857143,22.56,1.823,8.766254477,10.73642521,9.72642834,11.91239323
125,V_Ge_N,-0.43011545,20.66666667,16.42857143,32,7,10.33870828,12.66227994,11.17364489,13.68486427,2.226666667,2.544285714,3.04,1.63,0.595669558,0.729543236,0.675058576,0.826774529,938.4,1112.014286,1402.3,650.9,331.1477113,405.571461,373.8993539,457.9313161,1935.833333,2273.285714,2856,1414,652.6066111,799.2766,734.6900696,899.8078947,-0.870366667,-1.193414286,-0.2221,-1.6769,0.604371306,0.740200657,0.6852915,0.83930725,-5.152933333,-5.803285714,-3.8948,-7.0898,1.389847822,1.702208992,1.534482059,1.879349032,2.569266667,3.369885714,4.1526,0.1316,1.749194926,2.142317515,1.923713531,2.356058281,0.986033333,0.784057143,1.5,0.5361,0.396106891,0.485129883,0.444629116,0.544557229,1.051566667,0.839,1.4672,0.5154,0.397808181,0.48721353,0.451038731,0.552407372,0.651966667,0.837785714,1.214,0.2666,0.406448048,0.497795162,0.446910208,0.547350985,1.073333333,0.955714286,1.25,0.75,0.228958997,0.280416357,0.257403307,0.31525338,0.720933333,0.6973,1.1721,0.4753,0.319442768,0.391235892,0.320315808,0.392305143,1.146666667,0.967142857,1.53,0.71,0.33688112,0.412593424,0.381729861,0.46752169,8,7.571428571,14,5,4.242640687,5.196152423,4.264231873,5.222596117,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,3.333333333,2.857142857,4,2,0.942809042,1.154700538,1.056241572,1.293626448,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,42.67666667,27.18,81,7.6,30.05323758,36.80754859,33.81336669,41.41274743,45.8595,36.03278571,72.63,14.007,24.2010203,29.64007549,26.11998655,31.99031956,1152.516667,694.0571429,2183,63.15,866.4261618,1061.150998,980.244576,1200.549517,2287.786667,1457.348571,3680,77.36,1580.476413,1935.680381,1785.366383,2186.618321,3.774750333,2.378714857,6,0.001251,2.682542968,3.285430743,3.02406214,3.703704597
131,Nb_Sn_N,-0.42217479,32.66666667,24.14285714,50,7,18.51725922,22.67891826,20.38490171,24.96630382,2.2,2.525714286,3.04,1.6,0.611882342,0.74939976,0.693173713,0.84896095,921,1096.928571,1402.3,652.1,341.1112526,417.7742572,383.8069162,470.0655522,1882.6,2232.514286,2856,1380,688.4201624,843.1390633,772.2449918,945.8030932,-1.122766667,-1.319257143,-0.8358,-1.6769,0.391914807,0.479995649,0.438412731,0.536943744,-5.133933333,-5.766371429,-3.6934,-7.0898,1.433657229,1.755864338,1.566955964,1.919121281,2.107533333,3.096757143,4.1526,-0.7269,2.068768533,2.533713651,2.293112947,2.808478321,1.0591,0.835942857,1.5752,0.5361,0.424238856,0.519584363,0.47935135,0.587083108,1.201333333,0.929371429,1.7332,0.5154,0.50896078,0.623347105,0.577065294,0.706757759,0.818733333,0.938228571,1.214,0.4694,0.305711949,0.374419141,0.328236055,0.402005424,1.176666667,1.027142857,1.41,0.75,0.302140512,0.370045042,0.337114607,0.412879386,0.8812,0.792171429,1.3554,0.5154,0.351390495,0.430363707,0.362493264,0.443961766,1.246666667,1.037142857,1.64,0.71,0.39296593,0.481283008,0.445334087,0.545420639,8,7.571428571,14,5,4.242640687,5.196152423,4.264231873,5.222596117,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,4,3.285714286,5,2,1.414213562,1.732050808,1.584362358,1.940439672,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,56.64666667,35.58285714,106,7.6,40.17221704,49.2007168,45.35957555,55.55390752,75.20779,55.19348143,118.71,14.007,44.53919138,54.54914621,48.82941855,59.80357994,1106.076667,573.2514286,2750,63.15,1176.347022,1440.724983,1291.392679,1581.626561,2656.453333,1582.348571,5017,77.36,2022.512104,2477.061327,2290.034116,2804.707538,5.312083667,3.329286286,8.57,0.001251,3.787410193,4.63861121,4.275039348,5.235832517
