No,Sample,GH,Aver_Z,AverW_Z,Max_Z,Min_Z,Std0_Z,Std1_Z,Std0W_Z,Std1W_Z,Aver_Eg,AverW_Eg,Max_Eg,Min_Eg,Std0_Eg,Std1_Eg,Std0W_Eg,Std1W_Eg,Aver_Ip1,AverW_Ip1,Max_Ip1,Min_Ip1,Std0_Ip1,Std1_Ip1,Std0W_Ip1,Std1W_Ip1,Aver_Ip2,AverW_Ip2,Max_Ip2,Min_Ip2,Std0_Ip2,Std1_Ip2,Std0W_Ip2,Std1W_Ip2,Aver_Ea,AverW_Ea,Max_Ea,Min_Ea,Std0_Ea,Std1_Ea,Std0W_Ea,Std1W_Ea,Aver_Homo,AverW_Homo,Max_Homo,Min_Homo,Std0_Homo,Std1_Homo,Std0W_Homo,Std1W_Homo,Aver_Lumo,AverW_Lumo,Max_Lumo,Min_Lumo,Std0_Lumo,Std1_Lumo,Std0W_Lumo,Std1W_Lumo,Aver_Ros,AverW_Ros,Max_Ros,Min_Ros,Std0_Ros,Std1_Ros,Std0W_Ros,Std1W_Ros,Aver_Rop,AverW_Rop,Max_Rop,Min_Rop,Std0_Rop,Std1_Rop,Std0W_Rop,Std1W_Rop,Aver_Rod,AverW_Rod,Max_Rod,Min_Rod,Std0_Rod,Std1_Rod,Std0W_Rod,Std1W_Rod,Aver_Ra,AverW_Ra,Max_Ra,Min_Ra,Std0_Ra,Std1_Ra,Std0W_Ra,Std1W_Ra,Aver_Rv,AverW_Rv,Max_Rv,Min_Rv,Std0_Rv,Std1_Rv,Std0W_Rv,Std1W_Rv,Aver_Rc,AverW_Rc,Max_Rc,Min_Rc,Std0_Rc,Std1_Rc,Std0W_Rc,Std1W_Rc,Aver_Vl,AverW_Vl,Max_Vl,Min_Vl,Std0_Vl,Std1_Vl,Std0W_Vl,Std1W_Vl,Aver_Pc,AverW_Pc,Max_Pc,Min_Pc,Std0_Pc,Std1_Pc,Std0W_Pc,Std1W_Pc,Aver_Pc18,AverW_Pc18,Max_Pc18,Min_Pc18,Std0_Pc18,Std1_Pc18,Std0W_Pc18,Std1W_Pc18,Aver_Pr,AverW_Pr,Max_Pr,Min_Pr,Std0_Pr,Std1_Pr,Std0W_Pr,Std1W_Pr,Aver_Uo,AverW_Uo,Max_Uo,Min_Uo,Std0_Uo,Std1_Uo,Std0W_Uo,Std1W_Uo,Aver_Plz,AverW_Plz,Max_Plz,Min_Plz,Std0_Plz,Std1_Plz,Std0W_Plz,Std1W_Plz,Aver_M,AverW_M,Max_M,Min_M,Std0_M,Std1_M,Std0W_M,Std1W_M,Aver_Mel,AverW_Mel,Max_Mel,Min_Mel,Std0_Mel,Std1_Mel,Std0W_Mel,Std1W_Mel,Aver_Boi,AverW_Boi,Max_Boi,Min_Boi,Std0_Boi,Std1_Boi,Std0W_Boi,Std1W_Boi,Aver_de,AverW_de,Max_de,Min_de,Std0_de,Std1_de,Std0W_de,Std1W_de
149,Zr_Sn_N,-0.19048358,32.33333333,24,50,7,18.37268504,22.50185178,20.174241,24.7082982,2.11,2.487142857,3.04,1.33,0.706116138,0.864812118,0.800522788,0.980436179,917,1095.214286,1402.3,640.1,344.2965098,421.6753846,387.685979,474.8164145,1845.933333,2216.8,2856,1270,716.5671931,877.6119948,806.8522954,988.1882108,-0.841466667,-1.1987,-0.0117,-1.6769,0.679826862,0.832614463,0.767971495,0.94056915,-4.795133333,-5.621171429,-3.6022,-7.0898,1.623001477,1.987762736,1.821118538,2.23040559,2.173866667,3.125185714,4.1526,-0.5279,1.978021396,2.42257156,2.19489785,2.688189885,1.0905,0.8494,1.6694,0.5361,0.462992016,0.567047097,0.522006529,0.63932482,1.209433333,0.932842857,1.7575,0.5154,0.517482884,0.633784509,0.586763008,0.718634984,0.8426,0.948457143,1.214,0.4694,0.303984342,0.372303263,0.321888513,0.394231305,1.213333333,1.042857143,1.48,0.75,0.32887012,0.402781992,0.370429058,0.453681089,0.905066667,0.8024,1.3554,0.5154,0.345601247,0.423273355,0.360528316,0.441555206,1.283333333,1.052857143,1.75,0.71,0.431225643,0.528141395,0.488952789,0.598842421,7.666666667,7.428571429,14,4,4.496912521,5.507570547,4.50321125,5.515284884,4.333333333,4.571428571,5,4,0.471404521,0.577350269,0.528120786,0.646813224,11,13.14285714,15,4,4.966554809,6.08276253,5.409112996,6.6247834,4,3.285714286,5,2,1.414213562,1.732050808,1.584362358,1.940439672,5,4,8,3,2.160246899,2.645751311,2.380476143,2.915475947,61.64666667,37.72571429,121,7.6,46.44717812,56.8859432,52.24511765,63.9869399,74.647,54.95314286,118.71,14.007,44.32288535,54.28422652,48.50119767,59.4015931,898.7433333,484.3942857,2128,63.15,887.7422658,1087.257787,979.6792657,1199.857156,2534.12,1529.92,4650,77.36,1882.269645,2305.300094,2133.390882,2612.859541,4.628750333,3.036429143,7.365,0.001251,3.290270385,4.02974178,3.65532023,4.476834704
79,Re_Sn_N,-0.18247932,44,29,75,7,28.08320969,34.39476704,31.83813227,38.99358922,2.3,2.568571429,3.04,1.9,0.523832034,0.641560597,0.588668508,0.720968736,956.9666667,1112.342857,1402.3,708.6,315.5966026,386.5253204,351.7711985,430.8299713,1842.6,2215.371429,2856,1260,719.2567831,880.9060563,810.1165706,992.1861151,-1.189666667,-1.347928571,-0.8358,-1.6769,0.356092032,0.43612189,0.389677259,0.477255224,-5.3856,-5.874228571,-3.6934,-7.0898,1.386600457,1.698231798,1.470176421,1.800591031,2.260833333,3.162457143,4.1526,-0.267,1.859507398,2.277422149,2.06656557,2.531015584,0.986066667,0.804642857,1.3561,0.5361,0.339501599,0.415802842,0.384936273,0.471448726,1.1419,0.9039,1.5549,0.5154,0.45042702,0.551658182,0.509439398,0.62393329,0.811666667,0.9352,1.214,0.4694,0.306934622,0.375916604,0.330861522,0.405220952,1.25,1.058571429,1.59,0.75,0.361109402,0.442266888,0.408711265,0.500567025,0.874133333,0.789142857,1.3554,0.5154,0.353704974,0.433198353,0.363772717,0.44552877,1.203333333,1.018571429,1.51,0.71,0.352262528,0.431431725,0.397776131,0.487174276,13.33333333,9.857142857,21,5,6.548960901,8.020806277,7.414363703,9.080703919,5.333333333,5,7,4,1.247219129,1.527525232,1.290994449,1.58113883,12,13.57142857,15,7,3.559026084,4.358898944,3.890508247,4.764880023,4.333333333,3.428571429,6,2,1.699673171,2.081665999,1.925482535,2.35822486,4,3.571428571,5,3,0.816496581,1,0.922138892,1.129384879,42.98,29.72571429,65,7.6,25.26601406,30.94442115,28.53151865,34.94383114,106.308,68.52214286,186.207,14.007,70.84521721,86.76731644,80.29206562,98.33729559,1342.41,674.5371429,3459,63.15,1507.490288,1846.290999,1648.812033,2019.374082,2940.453333,1704.062857,5869,77.36,2364.880064,2896.37473,2668.579983,3268.329648,9.462083667,5.107857714,21.02,0.001251,8.708052684,10.66514286,9.735988146,11.92410155
164,Ni_C_N,-0.13927654,13.66666667,9.714285714,28,6,10.14341604,12.42309677,10.88623921,13.33286564,2.5,2.738571429,3.04,1.91,0.462673391,0.566656863,0.520560269,0.637553519,1075.3,1217.042857,1402.3,737.1,271.6822163,332.7414011,306.4347634,375.3044049,2320.533333,2554.6,2856,1753,450.8683868,552.1987444,508.0054199,622.1770327,-1.2254,-1.345371429,-0.7107,-1.6769,0.396972955,0.48619059,0.414705522,0.507908462,-5.588933333,-6.1888,-4.3916,-7.0898,1.122250766,1.37447087,1.272512004,1.558502551,2.8024,3.515914286,4.1526,0.5082,1.630698182,1.997189235,1.779966066,2.180004311,0.812266667,0.669557143,1.2589,0.5361,0.318751861,0.390389707,0.349240257,0.427730214,0.907366667,0.700714286,1.57,0.5154,0.471162126,0.577053397,0.514489024,0.630117793,0.895733333,1.066385714,1.214,0.3377,0.395888421,0.484862314,0.431103094,0.527991303,0.91,0.821428571,1.21,0.75,0.212289111,0.26,0.230025139,0.281722109,0.4966,0.524671429,0.6367,0.3377,0.122787974,0.150383942,0.125955912,0.154263857,0.903333333,0.8,1.24,0.71,0.238932812,0.292631737,0.260320316,0.318825971,6.333333333,5.428571429,10,4,2.624669291,3.214550254,2.776235399,3.400180067,6.333333333,5.428571429,10,4,2.624669291,3.214550254,2.776235399,3.400180067,13,14,15,10,2.160246899,2.645751311,2.380476143,2.915475947,2.666666667,2.285714286,4,2,0.942809042,1.154700538,1.016864595,1.245399698,3,3.142857143,4,2,0.816496581,1,0.828899771,1.015190743,22.28666667,14.41714286,48,7.6,18.2433647,22.34346735,19.86831046,24.33361134,28.23713333,19.82048571,58.6934,12.011,21.55124341,26.39477483,23.13646579,28.33626782,1854.766667,1360.985714,3773.15,63.15,1517.251318,1858.24577,1595.578638,1954.176754,2787.836667,1956.534286,5100.15,77.36,2069.783463,2534.956681,2230.485874,2731.776134,3.569750333,1.787572,8.908,0.001251,3.845478437,4.709729994,4.238379882,5.190934024
208,Sc_Sn_As,-0.13423449,34.66666667,36.14285714,50,21,11.8977122,14.571662,11.98894048,14.68339337,1.833333333,2,2.18,1.36,0.346538438,0.424421174,0.38453435,0.470956474,762.9,834.0428571,947,633.1,133.7776015,163.8434314,151.5181599,185.5710893,1481.6,1607.228571,1798,1235,235.0833611,287.9171409,266.5459147,326.450742,-0.533233333,-1.034714286,0.8386,-1.6025,1.019281526,1.248359821,1.135965657,1.391268113,-4.041833333,-4.486871429,-3.2357,-5.1964,0.837512373,1.025738984,0.948412295,1.161563095,2.303366667,3.199971429,4.1976,-0.1844,1.837515055,2.250487139,2.044593279,2.504105132,1.1908,1.0294,1.6506,0.8558,0.336261842,0.411834967,0.372990599,0.456818323,1.343033333,1.219514286,1.623,1.0507,0.233804082,0.286350351,0.264426368,0.323854838,0.434233333,0.361328571,0.5809,0.2524,0.136395463,0.167049643,0.154657126,0.189415522,1.346666667,1.288571429,1.44,1.19,0.111455023,0.136503968,0.125687227,0.153934786,0.995666667,1.070642857,1.3554,0.5809,0.318573972,0.390171838,0.327277871,0.400831894,1.426666667,1.32,1.7,1.19,0.209814733,0.256969518,0.235372046,0.288270706,10.66666667,13,15,3,5.436502143,6.658328118,5.916079783,7.245688373,4,4.428571429,5,3,0.816496581,1,0.922138892,1.129384879,10.66666667,13,15,3,5.436502143,6.658328118,5.916079783,7.245688373,4.333333333,4.285714286,5,4,0.471404521,0.577350269,0.473803541,0.580288457,5.333333333,4.142857143,9,3,2.624669291,3.214550254,2.882034429,3.529756886,64.38,48.41142857,107,29.8,32.02541907,39.22296776,35.78578964,43.82846233,79.52916767,83.15175543,118.71,44.955908,30.28573719,37.0923013,30.50162323,37.35670662,1135.41,1024.68,1814,505.08,535.4528689,655.7931551,546.7823221,669.6688448,2290.383333,1772.514286,3109,887.15,996.8239031,1220.854963,1123.319298,1375.779549,5.359,5.803285714,7.365,2.985,1.806962091,2.213067554,1.860779889,2.278980626
95,Tc_C_N,-0.13145955,18.66666667,11.85714286,43,6,17.21110752,21.07921567,18.50923652,22.66909251,2.496666667,2.737142857,3.04,1.9,0.466928498,0.571868283,0.525215213,0.643254639,1063.6,1212.028571,1402.3,702,286.3544773,350.7111775,322.5367072,395.025178,2226.2,2514.171429,2856,1470,572.8476935,701.5922748,641.1567856,785.2534849,-1.262733333,-1.361371429,-0.7107,-1.6769,0.406317629,0.497635432,0.41811899,0.512089088,-5.4449,-6.127071429,-3.9595,-7.0898,1.28290678,1.5712335,1.45299954,1.779553735,2.796066667,3.5132,4.1526,0.4892,1.639608688,2.008102331,1.789580081,2.191779026,0.897766667,0.7062,1.5154,0.5361,0.438859373,0.537490766,0.478847926,0.586466542,0.917866667,0.705214286,1.6015,0.5154,0.48593163,0.595142272,0.530424909,0.649635187,1.011633333,1.116057143,1.214,0.6854,0.232897264,0.28523973,0.255236102,0.312599106,1.026666667,0.871428571,1.56,0.75,0.377211995,0.461988456,0.407906552,0.499581457,0.6125,0.574342857,0.6854,0.5154,0.071480673,0.087545588,0.081027491,0.099238003,0.98,0.832857143,1.47,0.71,0.347083083,0.425088226,0.376984996,0.46171044,5.333333333,5,7,4,1.247219129,1.527525232,1.290994449,1.58113883,5.333333333,5,7,4,1.247219129,1.527525232,1.290994449,1.58113883,12,13.57142857,15,7,3.559026084,4.358898944,3.890508247,4.764880023,3,2.428571429,5,2,1.414213562,1.732050808,1.525296893,1.868099547,4,3.571428571,5,3,0.816496581,1,0.922138892,1.129384879,31.95333333,18.56,77,7.6,31.88782979,39.054456,34.5863422,42.35944523,41.336,25.43428571,97.99,12.011,40.06871424,49.07395227,43.10877379,52.79724961,2088.766667,1461.271429,3773.15,63.15,1533.700349,1878.391637,1657.101999,2029.527174,3238.503333,2149.677143,5100.15,77.36,2247.016323,2752.021718,2496.923073,3058.093727,4.267083667,2.086429143,11,0.001251,4.817191177,5.899830189,5.287776942,6.476177691
236,Sc_Si_P,-0.11834669,16.66666667,15.57142857,21,14,3.091206165,3.785938897,3.279497224,4.016547406,1.816666667,1.988571429,2.19,1.36,0.343931518,0.421228362,0.384499852,0.470914222,810.4666667,893.3285714,1011.8,633.1,155.5296828,190.4841813,176.2259274,215.8318008,1573.033333,1716.742857,1907,1235,274.3579211,336.0184568,309.7171227,379.3244577,-0.521366667,-1.0228,0.8386,-1.5964,1.014296638,1.242254605,1.131473843,1.385766786,-4.2744,-4.774842857,-3.2357,-5.5066,0.937133356,1.147749271,1.062385043,1.301150633,2.5847,3.440114286,4.1941,-0.1844,1.966637338,2.408628994,2.144620251,2.626612653,1.1436,0.9826,1.6506,0.8336,0.36145908,0.442695155,0.395693905,0.484624081,1.2449,1.112685714,1.623,0.9712,0.276146495,0.338209003,0.306165811,0.374975007,1.053333333,1.224785714,1.4172,0.5809,0.349942341,0.428590088,0.389686491,0.477266531,1.203333333,1.128571429,1.44,1.06,0.168588915,0.206478409,0.184422245,0.225870199,0.897533333,0.963814286,1.1405,0.5809,0.234319047,0.28698105,0.243512998,0.298241295,1.293333333,1.171428571,1.7,1.07,0.288020061,0.352751093,0.312756018,0.383046329,4,4.428571429,5,3,0.816496581,1,0.922138892,1.129384879,4,4.428571429,5,3,0.816496581,1,0.922138892,1.129384879,10.66666667,13,15,3,5.436502143,6.658328118,5.916079783,7.245688373,3.333333333,3.142857143,4,3,0.471404521,0.577350269,0.508432298,0.622699849,5.333333333,4.142857143,9,3,2.624669291,3.214550254,2.882034429,3.529756886,56.41333333,40.19142857,107,24.93,36.1254687,44.24448252,39.60050104,48.50051056,34.67155667,32.14585086,44.955908,28.085,7.36714093,9.022868071,7.788064928,9.538392579,1454.716667,1234.371429,1814,863.15,421.5017523,516.2321095,475.6214368,582.5149155,2400.05,1771.085714,3538,553.15,1317.646882,1613.781261,1460.064854,1788.206942,2.379,2.133571429,2.985,1.823,0.475700186,0.582611363,0.535281095,0.655582775
144,Ti_Ge_N,-0.10765671,20.33333333,16.28571429,32,7,10.27402334,12.58305739,11.04258917,13.52435445,2.196666667,2.531428571,3.04,1.54,0.626436128,0.767224435,0.710273014,0.869903232,941.0333333,1113.142857,1402.3,658.8,328.8746097,402.7874915,371.1875497,454.6100479,1901.1,2258.4,2856,1309.8,681.5850791,834.76783,769.559296,942.513801,-0.7001,-1.120442857,0.2887,-1.6769,0.802497701,0.982854944,0.905919796,1.109520625,-5.0787,-5.771471429,-3.8948,-7.0898,1.42949901,1.750771581,1.588521222,1.94553322,2.4701,3.327385714,4.1526,-0.1659,1.887543774,2.311759557,2.073104024,2.539023522,1.0012,0.790557143,1.5455,0.5361,0.415873835,0.509339347,0.466177498,0.5709485,1.075133333,0.8491,1.5379,0.5154,0.423027551,0.518100824,0.479628374,0.587422391,0.6666,0.844057143,1.214,0.2666,0.400571891,0.490598369,0.438119707,0.536584864,1.11,0.971428571,1.36,0.75,0.260895892,0.319530906,0.295412775,0.361805281,0.735566667,0.703571429,1.1721,0.5154,0.308679579,0.378053731,0.310333333,0.380079158,1.17,0.977142857,1.6,0.71,0.363959705,0.445757782,0.411898706,0.504470828,7.666666667,7.428571429,14,4,4.496912521,5.507570547,4.50321125,5.515284884,4.333333333,4.571428571,5,4,0.471404521,0.577350269,0.528120786,0.646813224,11,13.14285714,15,4,4.966554809,6.08276253,5.409112996,6.6247834,3.333333333,2.857142857,4,2,0.942809042,1.154700538,1.056241572,1.293626448,5,4,8,3,2.160246899,2.645751311,2.380476143,2.915475947,46.34333333,28.75142857,92,7.6,34.80120336,42.62259534,38.99485695,47.75875106,44.83466667,35.59357143,72.63,14.007,24.02859847,29.42890274,25.74434667,31.53025655,1071.85,659.4857143,1941,63.15,772.9535594,946.6709077,876.0716347,1072.964242,2247.786667,1440.205714,3560,77.36,1545.874712,1893.302125,1744.108832,2136.088348,3.276750333,2.165286286,5.323,0.001251,2.340020536,2.86592815,2.590569134,3.172786261
93,Ta_Ge_N,-0.10431799,37.33333333,23.57142857,73,7,27.20702524,33.32166462,30.48954321,37.34191167,2.183333333,2.525714286,3.04,1.5,0.640537968,0.784495592,0.726301319,0.889533815,975.1,1127.742857,1402.3,761,302.0762928,369.9663904,338.4522544,414.5176628,1964.5,2285.571429,2856,1500,630.5715661,772.2892917,707.606785,866.6377809,-0.726466667,-1.131742857,0.2096,-1.6769,0.770227396,0.943332054,0.870344204,1.0659496,-4.8603,-5.677871429,-3.5963,-7.0898,1.581197489,1.936563516,1.780058578,2.180117614,2.377533333,3.287714286,4.1526,-0.4436,2.016920956,2.470213597,2.212780944,2.710092113,0.974866667,0.779271429,1.4665,0.5361,0.381669319,0.467447541,0.428869404,0.525255604,1.1173,0.867171429,1.6644,0.5154,0.470675068,0.576456876,0.533009683,0.652800876,0.772533333,0.889457143,1.214,0.2666,0.389451455,0.476978672,0.406624658,0.498011465,1.116666667,0.974285714,1.38,0.75,0.267374062,0.327465011,0.302921152,0.371001128,0.8415,0.748971429,1.1721,0.5154,0.268115535,0.328373126,0.283632644,0.347377626,1.203333333,0.991428571,1.7,0.71,0.40417268,0.495008417,0.45635423,0.558917503,12.66666667,9.571428571,19,5,5.792715732,7.094598885,6.567804384,8.043884735,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,4,3.142857143,6,2,1.632993162,2,1.844277784,2.258769757,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,45.01,28.18,88,7.6,33.05946461,40.48940973,37.09686105,45.43419032,89.19496,54.60512571,180.94788,14.007,69.1525501,84.69423108,77.32096625,94.69845686,1521.516667,852.2,3290,63.15,1335.482308,1635.625107,1493.819867,1829.548221,2971.453333,1750.348571,5731,77.36,2310.048833,2829.220461,2612.933687,3200.177132,7.338083667,3.905857714,16.69,0.001251,6.960555889,8.524905128,7.76076757,9.50496028
272,Hf_Sn_N,-0.0653721,43,28.57142857,72,7,26.99382645,33.06055051,30.60801105,37.48700455,2.1,2.482857143,3.04,1.3,0.717216843,0.87840765,0.813006514,0.995725558,923.1333333,1097.842857,1402.3,658.5,339.4387754,415.7258993,381.7618367,467.5608515,1902.6,2241.085714,2856,1411.8,674.2538988,825.7890045,754.4474129,924.0055996,-0.5785,-1.086,0.7772,-1.6769,1.018267866,1.247118346,1.137728305,1.393426907,-4.4923,-5.491385714,-2.6937,-7.0898,1.881507323,2.304366444,2.130315017,2.609092391,2.190466667,3.1323,4.1526,-0.4781,1.955357028,2.394813492,2.170361983,2.658139708,1.046233333,0.830428571,1.5366,0.5361,0.408691492,0.500542809,0.462169266,0.566039439,1.2008,0.929142857,1.7316,0.5154,0.508403698,0.622664822,0.576430328,0.705980088,0.8595,0.9557,1.214,0.4694,0.305022196,0.37357437,0.319832738,0.391713505,1.22,1.045714286,1.5,0.75,0.33436507,0.409511905,0.37706168,0.461804358,0.921966667,0.809642857,1.3554,0.5154,0.343454377,0.420643986,0.361355154,0.442567871,1.283333333,1.052857143,1.75,0.71,0.431225643,0.528141395,0.488952789,0.598842421,12.33333333,9.428571429,18,5,5.436502143,6.658328118,6.163862205,7.549158623,4.333333333,4.571428571,5,4,0.471404521,0.577350269,0.528120786,0.646813224,11,13.14285714,15,4,4.966554809,6.08276253,5.409112996,6.6247834,4.333333333,3.428571429,6,2,1.699673171,2.081665999,1.925482535,2.35822486,5,4,8,3,2.160246899,2.645751311,2.380476143,2.915475947,57.64666667,36.01142857,109,7.6,41.40668652,50.71262696,46.71827497,57.21796767,103.7356667,67.41971429,178.49,14.007,67.97959163,83.2576562,77.07187084,94.39337854,1024.743333,538.3942857,2506,63.15,1062.8316,1301.697552,1168.822658,1431.509556,2609.453333,1562.205714,4876,77.36,1968.014691,2410.3159,2229.306933,2730.332233,6.892083667,4.006429143,13.31,0.001251,5.44355505,6.66696613,6.161111395,7.545789583
155,Os_Sn_N,-0.06457974,44.33333333,29.14285714,76,7,28.45268978,34.84728588,32.25377687,39.50264781,2.4,2.611428571,3.04,1.96,0.463033476,0.567097875,0.509020668,0.623420453,983.6333333,1123.771429,1402.3,708.6,300.8630068,368.4804246,331.8994345,406.4921302,1955.933333,2263.942857,2856,1411.8,641.0641223,785.139996,711.2194286,871.0623476,-1.452433333,-1.460542857,-0.8358,-1.8446,0.441367816,0.540562969,0.44144231,0.540654205,-5.596366667,-5.964557143,-3.6934,-7.0898,1.4164913,1.734840455,1.463561351,1.792489259,2.327,3.190814286,4.1526,-0.0685,1.769747781,2.167489518,1.969310114,2.411902463,0.972566667,0.798857143,1.3156,0.5361,0.325015285,0.398060804,0.368523994,0.451347872,1.1268,0.897428571,1.5096,0.5154,0.436884333,0.535071846,0.493436087,0.604333317,0.8008,0.930542857,1.214,0.4694,0.309435745,0.378979841,0.33553493,0.410944684,1.146666667,1.014285714,1.41,0.75,0.285462588,0.34961884,0.314664274,0.385383456,0.863266667,0.784485714,1.3554,0.5154,0.35777987,0.438189061,0.366350753,0.448686206,1.18,1.008571429,1.44,0.71,0.332966465,0.40779897,0.37450557,0.458673776,13.66666667,10,22,5,6.944222219,8.504900548,7.85281266,9.617692031,5.666666667,5.142857143,8,4,1.699673171,2.081665999,1.778557085,2.178278669,12.33333333,13.71428571,15,8,3.091206165,3.785938897,3.385643961,4.146550078,4.333333333,3.428571429,6,2,1.699673171,2.081665999,1.925482535,2.35822486,3.666666667,3.428571429,4,3,0.471404521,0.577350269,0.528120786,0.646813224,40.31333333,28.58285714,57,7.6,23.13338905,28.3324996,25.9375743,31.7669111,107.649,69.09685714,190.23,14.007,72.36663929,88.63067033,81.99511084,100.4230915,1291.41,652.68,3306,63.15,1435.909742,1758.623093,1571.563808,1924.764713,2745.786667,1620.634286,5285,77.36,2127.972534,2606.223447,2407.121722,2948.109984,9.985417,5.332143429,22.59,0.001251,9.406126879,11.52010565,10.49419734,12.85271437
70,Nb_Sn_P,-0.05022771,35.33333333,28.71428571,50,15,14.83988619,18.17507451,16.24912347,19.90103064,1.916666667,2.04,2.19,1.6,0.242807651,0.297377426,0.272335577,0.333541602,790.8333333,873.7857143,1011.8,652.1,157.9404177,193.4367166,178.3991958,218.4935001,1566.266667,1690.228571,1907,1380,241.2843597,295.5117821,271.2649923,332.2304081,-1.095933333,-1.273257143,-0.8358,-1.5964,0.35397568,0.433529899,0.395907206,0.48488532,-4.6062,-4.861685714,-3.6934,-5.5066,0.740287728,0.906663598,0.783134005,0.959139357,2.121366667,3.120471429,4.1941,-0.7269,2.08249037,2.550519401,2.309756798,2.828862793,1.158266667,1.005942857,1.5752,0.8336,0.309706843,0.379311868,0.345138917,0.422707118,1.353266667,1.189828571,1.7332,0.9712,0.311088855,0.381004479,0.351409002,0.430386373,0.886466667,1.054342857,1.4172,0.4694,0.395197245,0.484015799,0.429375451,0.525875381,1.28,1.204285714,1.41,1.06,0.156418243,0.191572441,0.173779515,0.212835569,1.033133333,1.052628571,1.3554,0.7728,0.241843604,0.296196714,0.242628096,0.297157517,1.366666667,1.242857143,1.64,1.07,0.233285709,0.285715476,0.264104185,0.323460246,8,7.571428571,14,5,4.242640687,5.196152423,4.264231873,5.222596117,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,4.333333333,3.857142857,5,3,0.942809042,1.154700538,1.056241572,1.293626448,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,62.42333333,45.48571429,106,24.93,33.37505489,40.87592731,37.42695857,45.83847556,80.86337733,64.888774,118.71,30.973762,36.81654627,45.09087623,40.13285476,49.15250804,1372.743333,1030.394286,2750,505.08,984.7776316,1206.101354,1042.588056,1276.904374,2815.05,1854.228571,5017,553.15,1822.852107,2232.52877,2060.574586,2523.678156,5.919333333,4.370285714,8.57,1.823,2.938022729,3.598328269,3.321374126,4.067835926
71,Ru_Ge_P,-0.04714261,30.33333333,24,44,15,11.8977122,14.571662,13.47837775,16.50757402,2.133333333,2.14,2.2,2.01,0.087305339,0.106926766,0.087559504,0.107238053,828,897.3428571,1011.8,710.2,131.6754596,161.2688439,148.8182062,182.2643348,1688.166667,1760.428571,1907,1537.5,158.3615764,193.9525286,174.0694452,213.1906603,-1.124633333,-1.267885714,-0.7121,-1.5964,0.363435518,0.445115786,0.390648973,0.478445326,-4.332466667,-4.773142857,-3.596,-5.5066,0.839151227,1.027746162,0.947823975,1.160842552,2.9103,3.533828571,4.1941,1.1132,1.30909482,1.603307166,1.450005906,1.775887296,1.0808,0.952171429,1.4868,0.8336,0.289344823,0.354373588,0.316647653,0.387812589,1.230433333,1.111,1.548,0.9712,0.239062953,0.292791126,0.26723663,0.327296693,0.777033333,0.978471429,1.4172,0.2666,0.47860432,0.586168187,0.519268141,0.635970992,1.18,1.134285714,1.26,1.06,0.086409876,0.105830052,0.097757161,0.119727582,0.9302,0.982328571,1.1721,0.6473,0.216201311,0.264791446,0.22239693,0.2723795,1.243333333,1.162857143,1.46,1.07,0.162138487,0.19857828,0.181011895,0.22169339,9,8,14,5,3.741657387,4.582575695,3.872983346,4.74341649,5.666666667,5.142857143,8,4,1.699673171,2.081665999,1.778557085,2.178278669,12.33333333,13.71428571,15,8,3.091206165,3.785938897,3.385643961,4.146550078,4,3.571428571,5,3,0.816496581,1,0.922138892,1.129384879,3.666666667,3.428571429,4,3,0.471404521,0.577350269,0.528120786,0.646813224,43.12,34.79714286,65,24.93,16.56529102,20.28825522,18.53857647,22.70502646,68.22458733,52.88929257,101.07,30.973762,28.78571858,35.2551612,32.61577624,39.94600467,1560.516667,1211.771429,2607,863.15,753.5095845,922.8569991,830.301111,1016.907027,2694.05,1835.371429,4423,553.15,1606.489311,1967.539544,1821.575361,2230.965081,6.532,4.341142857,12.45,1.823,4.421880671,5.415675673,4.9348641,6.043949498
